order_id,user_id,order_date,revenue,category,city,order_status
ORD-001206,U1136,2025-12-11,35.41,Books,Shymkent,completed
ORD-001142,U1113,2024-11-29,252.38,Electronics,Pavlodar,completed
ORD-000184,U1015,2025-12-06,48.53,Books,Shymkent,completed
ORD-000870,U1080,2024-10-06,66.96,Beauty,Shymkent,completed
ORD-001508,U1211,2024-10-22,93.1,Accessories,Pavlodar,completed
ORD-001802,U1251,2024-08-21,115.85,Accessories,Astana,completed
ORD-001651,U1228,2025-02-07,96.03,Clothing,Almaty,completed
ORD-000942,U1088,2025-06-27,234.86,Electronics,Almaty,completed
ORD-000437,U1035,2025-07-20,429.03,Electronics,Astana,completed
ORD-001592,U1221,2025-02-19,137.57,Home,Pavlodar,completed
ORD-000949,U1089,2024-09-04,107.14,Home,Karaganda,completed
ORD-000349,U1028,2025-11-10,152.72,Sports,Shymkent,completed
ORD-001840,U1259,2024-07-16,32.42,Clothing,Kostanay,completed
ORD-001174,U1119,2025-11-25,45.71,Accessories,Atyrau,completed
ORD-000395,U1032,2025-07-26,79.12,Accessories,Shymkent,completed
ORD-000302,U1024,2025-08-30,394.79,Electronics,Kostanay,completed
ORD-000654,U1053,2024-12-03,124.47,Home,Shymkent,completed
ORD-001017,U1097,2025-11-14,213.7,Sports,Pavlodar,completed
ORD-000425,U1034,2025-08-08,108.71,Accessories,Almaty,completed
ORD-001290,U1181,2024-01-09,444.41,Home,Almaty,completed
ORD-001688,U1233,2024-06-15,56.71,Beauty,Karaganda,completed
ORD-001521,U1213,2024-04-12,792.9,Sports,Kostanay,completed
ORD-000367,U1030,2025-08-04,84.98,Books,Aktobe,completed
ORD-001913,U1293,2024-03-05,104.34,Sports,Karaganda,completed
ORD-001401,U1196,2024-02-28,182.91,Home,Shymkent,completed
ORD-000483,U1038,2025-08-04,244.44,Clothing,Almaty,completed
ORD-001122,U1110,2025-11-06,131.47,Clothing,Shymkent,completed
ORD-000591,U1045,2025-12-17,275.88,Clothing,Astana,completed
ORD-000439,U1035,2025-08-29,159.97,Home,Astana,completed
ORD-001453,U1202,2025-04-14,151.33,Clothing,Aktobe,completed
ORD-002089,,2025-07-16,100.91,Clothing,Almaty,completed
ORD-000852,U1077,2025-07-27,159.64,Electronics,Atyrau,completed
ORD-001572,U1219,2024-06-16,78.93,Beauty,Aktobe,completed
ORD-001311,U1183,2024-04-23,76.69,Clothing,Astana,completed
ORD-002081,U1359,2024-02-06,31.59,Books,Pavlodar,completed
ORD-001387,U1193,2024-03-24,199.23,Sports,Almaty,completed
ORD-001976,U1316,2024-08-29,56.53,Accessories,Karaganda,completed
ORD-001940,U1303,2024-09-05,115.41,Home,Karaganda,completed
ORD-000986,U1093,2025-06-01,58.81,Sports,Aktobe,completed
ORD-000729,U1063,2024-07-29,84.55,Beauty,Pavlodar,completed
ORD-001967,U1312,2024-01-31,36.6,Beauty,Kostanay,completed
ORD-000529,U1041,2025-08-05,66.38,Books,Almaty,completed
ORD-001255,U1162,2025-12-06,123.67,Accessories,Kostanay,completed
ORD-000484,U1038,2025-08-12,193.72,Home,Almaty,completed
ORD-001213,U1140,2025-11-13,34.48,Books,Pavlodar,completed
ORD-000124,U1010,2025-10-20,51.01,Books,Kostanay,completed
ORD-001587,U1221,2024-01-08,59.85,Books,Pavlodar,completed
ORD-001607,U1223,2024-09-29,291.32,Electronics,Kostanay,completed
ORD-001052,U1102,2024-11-22,171.78,Sports,Almaty,completed
ORD-001146,U1113,2025-10-20,90.59,Beauty,Pavlodar,completed
ORD-002015,U1334,2024-05-27,88.65,Clothing,Pavlodar,completed
ORD-001894,U1284,2024-05-17,59.92,Electronics,Atyrau,completed
ORD-001717,U1238,2024-01-04,212.78,Home,Shymkent,completed
ORD-000328,U1027,2025-08-10,162.97,Electronics,Karaganda,completed
ORD-000633,U1051,2024-06-06,61.61,Books,Almaty,completed
ORD-001877,U1276,2024-02-09,72.86,Beauty,Shymkent,completed
ORD-000611,U1048,2025-11-21,139.21,Clothing,Pavlodar,completed
ORD-000152,U1013,2025-07-01,134.44,Beauty,Atyrau,completed
ORD-000795,U1070,2025-01-25,38.7,Books,Shymkent,completed
ORD-001390,U1193,2024-12-08,235.57,Sports,Almaty,completed
ORD-001808,U1252,2025-02-24,237.17,Beauty,Kostanay,completed
ORD-000695,U1059,2024-09-09,262.46,Home,Shymkent,completed
ORD-000519,U1040,2025-11-19,278.37,Electronics,Astana,completed
ORD-001689,U1233,2024-08-04,731.82,Electronics,Karaganda,completed
ORD-000388,U1031,2025-11-09,148.52,Sports,Kostanay,completed
ORD-001554,U1217,2024-04-06,91.52,Sports,Kostanay,completed
ORD-001420,U1198,2024-06-01,152.14,Home,Aktobe,completed
ORD-000496,U1038,2025-12-23,130.35,Beauty,Almaty,completed
ORD-002053,U1347,2024-03-16,92.49,Beauty,Atyrau,completed
ORD-000917,U1086,2024-11-22,119.16,Electronics,Aktobe,completed
ORD-001398,U1195,2024-04-15,94.94,Accessories,Karaganda,completed
ORD-002059,U1351,2024-08-03,33.51,Books,Astana,completed
ORD-000064,U1006,2025-08-23,139.5,Accessories,Almaty,completed
ORD-001280,U1175,2025-11-03,146.54,Home,Shymkent,completed
ORD-001056,U1102,2025-09-16,40.06,Books,Almaty,completed
ORD-000856,U1078,2024-07-22,57.51,Books,Atyrau,completed
ORD-001616,U1224,2024-05-29,192.18,Electronics,Almaty,completed
ORD-001096,U1106,2025-08-13,50.83,Accessories,Shymkent,completed
ORD-000074,U1007,2025-09-14,72.97,Clothing,Atyrau,completed
ORD-001593,U1221,2025-03-11,37.8,Books,Pavlodar,completed
ORD-001299,U1181,2025-04-05,39.81,Accessories,Almaty,completed
ORD-000091,U1008,2025-09-02,75.35,Clothing,Pavlodar,completed
ORD-000509,U1039,2025-11-14,135.33,Accessories,Atyrau,completed
ORD-001470,U1204,2025-03-30,211.6,Electronics,Astana,completed
ORD-000978,U1092,2025-05-20,35.96,Accessories,Atyrau,completed
ORD-002082,U1359,2024-05-13,93.74,Sports,Pavlodar,completed
ORD-002130,U1135,2025-04-28,0,Accessories,Aktobe,cancelled
ORD-001634,U1226,2025-03-04,96.2,Sports,Kostanay,completed
ORD-001224,U1145,2025-12-21,19.84,Books,Almaty,completed
ORD-000911,U1085,2025-07-08,117.44,Electronics,Astana,completed
ORD-001996,U1324,2024-07-10,98.54,Home,Karaganda,completed
ORD-000948,U1089,2024-08-25,41.21,Accessories,Karaganda,completed
ORD-002000,U1325,2024-09-08,100.09,Clothing,Almaty,completed
ORD-000776,U1068,2025-09-06,59.89,Books,Almaty,completed
ORD-001436,U1200,2024-11-16,130.82,Books,Karaganda,completed
ORD-001805,U1252,2024-01-22,74.1,Accessories,Kostanay,completed
ORD-000766,U1067,2025-07-25,275.56,Electronics,Almaty,completed
ORD-002122,U1084,2024-07-02,-32.37,Home,Aktobe,refunded
ORD-000254,U1020,2025-09-28,166.79,Home,Astana,completed
ORD-001025,U1099,2024-06-06,123.18,Clothing,Aktobe,completed
ORD-000102,U1009,2025-07-22,315.12,Home,Almaty,completed
ORD-001403,U1196,2024-10-25,383.38,Sports,Shymkent,completed
ORD-000803,U1071,2025-09-28,50.13,Accessories,Astana,completed
ORD-001926,U1298,2024-06-14,26.5,Books,Pavlodar,completed
ORD-000272,U1021,2025-10-01,133.11,Clothing,Astana,completed
ORD-000673,U1055,2025-06-15,66.27,Accessories,Aktobe,completed
ORD-001032,U1100,2024-06-23,116.89,Home,Pavlodar,completed
ORD-001137,U1112,2025-12-19,64.47,Accessories,Pavlodar,completed
ORD-001349,U1188,2025-03-29,306.79,Electronics,Pavlodar,completed
ORD-001198,U1132,2025-12-01,48.92,Accessories,Almaty,completed
ORD-000862,U1078,2025-06-06,174.58,Sports,Atyrau,completed
ORD-001078,U1104,2025-12-11,62.24,Beauty,Pavlodar,completed
ORD-001030,U1099,2025-11-29,98.69,Clothing,Aktobe,completed
ORD-000839,U1076,2025-01-24,28.42,Sports,Astana,completed
ORD-002104,U1139,2025-10-11,,Sports,Astana,completed
ORD-001433,U1199,2025-05-24,74.66,Home,Pavlodar,completed
ORD-000094,U1008,2025-10-27,326.31,Sports,Pavlodar,completed
ORD-001932,U1300,2024-02-14,27.96,Accessories,Astana,completed
ORD-001440,U1200,2025-04-17,92.22,Home,Karaganda,completed
ORD-001685,U1233,2024-01-12,318.19,Clothing,Karaganda,completed
ORD-001241,U1154,2025-11-15,48.48,Books,Kostanay,completed
ORD-000941,U1088,2025-03-29,205.67,Sports,Almaty,completed
ORD-001160,U1114,2025-10-25,54.51,Beauty,Atyrau,completed
ORD-001957,U1308,2024-06-03,133.48,Beauty,Almaty,completed
ORD-000339,U1028,2025-08-05,78.23,Sports,Shymkent,completed
ORD-000761,U1067,2024-07-18,71.59,Clothing,Almaty,completed
ORD-001670,U1230,2025-05-04,106.61,Accessories,Almaty,completed
ORD-001811,U1253,2024-10-09,487.11,Electronics,Kostanay,completed
ORD-001003,U1096,2024-08-26,65.73,Sports,Shymkent,completed
ORD-001441,U1200,2025-04-24,105.65,Beauty,Karaganda,completed
ORD-001028,U1099,2025-03-08,42.39,Beauty,Aktobe,completed
ORD-000078,U1007,2025-10-12,244.81,Home,Atyrau,completed
ORD-000574,U1044,2025-11-18,35.22,Accessories,Karaganda,completed
ORD-002095,,2025-11-28,74.89,Sports,Kostanay,completed
ORD-001684,U1232,2025-03-30,146.35,Electronics,Pavlodar,completed
ORD-001193,U1130,2025-11-07,110.84,Beauty,Atyrau,completed
ORD-000383,U1031,2025-08-03,54.45,Accessories,Kostanay,completed
ORD-000613,U1049,2024-05-21,57.34,Clothing,Kostanay,completed
ORD-001608,U1223,2024-11-28,47.86,Books,Kostanay,completed
ORD-000249,U1020,2025-08-15,719.15,Home,Astana,completed
ORD-000110,U1009,2025-10-27,45.19,Accessories,Almaty,completed
ORD-000968,U1090,2025-12-14,98.98,Beauty,Shymkent,completed
ORD-002029,U1340,2024-02-19,60.14,Beauty,Pavlodar,completed
ORD-000640,U1051,2025-07-03,115.37,Sports,Almaty,completed
ORD-000522,U1040,2025-12-03,109.97,Sports,Astana,completed
ORD-000590,U1045,2025-12-14,233.29,Sports,Astana,completed
ORD-001444,U1201,2024-04-16,97.6,Home,Astana,completed
ORD-000805,U1072,2024-07-17,26.91,Beauty,Aktobe,completed
ORD-000604,U1047,2025-08-20,137.35,Clothing,Atyrau,completed
ORD-001522,U1213,2024-10-27,147.83,Electronics,Kostanay,completed
ORD-001869,U1270,2024-08-01,73.25,Home,Almaty,completed
ORD-000957,U1090,2024-06-06,76.45,Beauty,Shymkent,completed
ORD-001266,U1169,2025-11-25,130.35,Electronics,Astana,completed
ORD-002131,U1075,2024-11-09,-103.44,Beauty,Atyrau,refunded
ORD-000355,U1029,2025-09-09,141.91,Beauty,Aktobe,completed
ORD-001790,U1249,2024-07-26,100.22,Beauty,Kostanay,completed
ORD-001245,U1157,2025-11-01,63.74,Home,Kostanay,completed
ORD-001974,U1315,2024-10-07,50.47,Beauty,Kostanay,completed
ORD-000435,U1035,2025-07-08,125.93,Clothing,Astana,completed
ORD-000525,U1040,2025-12-24,84.36,Clothing,Astana,completed
ORD-000376,U1030,2025-11-07,505.99,Home,Aktobe,completed
ORD-000866,U1079,2024-09-06,92.83,Home,Almaty,completed
ORD-001692,U1234,2024-04-05,139.37,Accessories,Shymkent,completed
ORD-000277,U1022,2025-07-21,246.54,Home,Almaty,completed
ORD-002083,U1359,2024-07-16,89.97,Electronics,Pavlodar,completed
ORD-001133,U1112,2025-03-31,482.3,Sports,Pavlodar,completed
ORD-000570,U1044,2025-10-16,147.41,Books,Karaganda,completed
ORD-000772,U1068,2024-12-11,261.32,Sports,Almaty,completed
ORD-001360,U1190,2024-03-26,99.47,Beauty,Shymkent,completed
ORD-002023,U1337,2024-06-21,64.48,Sports,Pavlodar,completed
ORD-002063,U1352,2024-07-25,95.3,Clothing,Pavlodar,completed
ORD-000020,U1002,2025-12-13,114.08,Books,Shymkent,completed
ORD-001667,U1230,2025-02-03,531.61,Clothing,Almaty,completed
ORD-000689,U1058,2025-05-08,91.14,Home,Kostanay,completed
ORD-001519,U1212,2025-05-12,146.12,Accessories,Karaganda,completed
ORD-000716,U1061,2025-08-03,64.7,Sports,Karaganda,completed
ORD-000341,U1028,2025-08-11,632.22,Electronics,Shymkent,completed
ORD-000083,U1007,2025-12-26,374.52,Home,Atyrau,completed
ORD-001885,U1280,2024-05-22,48.77,Accessories,Astana,completed
ORD-001551,U1216,2025-03-28,31.84,Books,Atyrau,completed
ORD-001161,U1115,2024-07-20,258.59,Home,Astana,completed
ORD-000717,U1061,2025-10-09,59.66,Beauty,Karaganda,completed
ORD-000444,U1035,2025-10-10,90.28,Beauty,Astana,completed
ORD-000969,U1091,2024-10-27,249.83,Home,Pavlodar,completed
ORD-001723,U1238,2025-05-26,82.01,Home,Shymkent,completed
ORD-000314,U1025,2025-11-04,280.13,Electronics,Karaganda,completed
ORD-000607,U1048,2024-09-29,54.1,Clothing,Pavlodar,completed
ORD-001510,U1211,2025-03-02,338.82,Home,Pavlodar,completed
ORD-001765,U1246,2024-07-21,597.38,Sports,Astana,completed
ORD-001356,U1189,2024-12-14,124.97,Clothing,Aktobe,completed
ORD-000502,U1039,2025-08-25,97.03,Books,Atyrau,completed
ORD-001138,U1113,2024-07-07,78.78,Accessories,Pavlodar,completed
ORD-000533,U1041,2025-11-05,85.53,Clothing,Almaty,completed
ORD-000287,U1022,2025-12-28,333.24,Clothing,Almaty,completed
ORD-000526,U1041,2025-07-03,356.97,Sports,Almaty,completed
ORD-001181,U1124,2025-11-26,96.3,Home,Aktobe,completed
ORD-001641,U1227,2024-09-27,62.53,Beauty,Karaganda,completed
ORD-001633,U1226,2025-01-09,78.86,Beauty,Kostanay,completed
ORD-000840,U1076,2025-03-13,118.99,Clothing,Astana,completed
ORD-001847,U1262,2024-07-11,48.66,Accessories,Aktobe,completed
ORD-000017,U1002,2025-11-14,199.56,Electronics,Shymkent,completed
ORD-000507,U1039,2025-10-26,218.21,Electronics,Atyrau,completed
ORD-001132,U1112,2024-11-16,354.89,Electronics,Pavlodar,completed
ORD-000913,U1086,2024-06-14,14.27,Books,Aktobe,completed
ORD-002049,U1346,2024-08-08,38.17,Beauty,Shymkent,completed
ORD-001391,U1193,2025-03-09,102.64,Books,Almaty,completed
ORD-001439,U1200,2025-03-15,154.31,Sports,Karaganda,completed
ORD-000114,U1009,2025-12-17,267.1,Sports,Almaty,completed
ORD-001575,U1219,2025-01-16,81.63,Accessories,Aktobe,completed
ORD-000404,U1033,2025-07-11,118.51,Accessories,Karaganda,completed
ORD-000723,U1062,2025-07-31,96.49,Beauty,Atyrau,completed
ORD-001854,U1264,2024-05-09,94.76,Home,Karaganda,completed
ORD-001491,U1209,2024-03-14,56.47,Beauty,Aktobe,completed
ORD-001715,U1237,2024-12-16,62.1,Sports,Aktobe,completed
ORD-002088,U1360,2024-05-14,37.62,Books,Kostanay,completed
ORD-002090,,2025-04-19,197.05,Clothing,Almaty,completed
ORD-001959,U1309,2024-05-18,78.03,Sports,Pavlodar,completed
ORD-001383,U1192,2025-05-19,97.15,Beauty,Aktobe,completed
ORD-000824,U1074,2024-08-07,359.45,Sports,Pavlodar,completed
ORD-001347,U1188,2024-12-13,160.54,Sports,Pavlodar,completed
ORD-002084,U1359,2024-08-01,22.82,Accessories,Pavlodar,completed
ORD-002115,U1060,2025-03-28,-37.1,Clothing,Astana,refunded
ORD-001990,U1322,2024-05-22,65.76,Beauty,Karaganda,completed
ORD-001229,U1148,2025-11-28,34.88,Accessories,Atyrau,completed
ORD-001408,U1197,2024-01-11,231.15,Sports,Atyrau,completed
ORD-001898,U1285,2024-02-10,63.18,Beauty,Karaganda,completed
ORD-000666,U1054,2025-09-21,160.24,Home,Aktobe,completed
ORD-001848,U1262,2024-08-29,119.63,Sports,Aktobe,completed
ORD-001632,U1226,2024-12-21,84.7,Accessories,Kostanay,completed
ORD-000175,U1015,2025-07-21,225.91,Home,Shymkent,completed
ORD-001435,U1200,2024-07-11,122.75,Accessories,Karaganda,completed
ORD-001735,U1241,2024-09-04,91.55,Accessories,Atyrau,completed
ORD-000485,U1038,2025-08-19,110.24,Accessories,Almaty,completed
ORD-000830,U1075,2024-07-21,89.74,Beauty,Shymkent,completed
ORD-000139,U1011,2025-12-09,118.15,Clothing,Shymkent,completed
ORD-000041,U1004,2025-10-19,208.25,Sports,Pavlodar,completed
ORD-000681,U1057,2025-06-17,121.0,Home,Aktobe,completed
ORD-000456,U1036,2025-08-23,174.06,Sports,Pavlodar,completed
ORD-000151,U1012,2025-12-17,103.56,Accessories,Astana,completed
ORD-001481,U1207,2024-10-11,69.85,Books,Atyrau,completed
ORD-001850,U1263,2024-02-23,84.43,Clothing,Kostanay,completed
ORD-001544,U1216,2024-02-25,171.08,Clothing,Atyrau,completed
ORD-000922,U1086,2025-10-22,49.46,Books,Aktobe,completed
ORD-001443,U1201,2024-02-02,142.97,Sports,Astana,completed
ORD-000655,U1053,2024-12-16,19.55,Books,Shymkent,completed
ORD-000960,U1090,2024-08-04,238.35,Sports,Shymkent,completed
ORD-000846,U1077,2024-12-19,167.12,Clothing,Atyrau,completed
ORD-001430,U1199,2024-11-20,45.43,Accessories,Pavlodar,completed
ORD-000546,U1042,2025-10-03,31.25,Books,Aktobe,completed
ORD-002069,U1354,2024-07-24,33.16,Sports,Aktobe,completed
ORD-000989,U1093,2025-10-17,109.43,Sports,Aktobe,completed
ORD-001232,U1149,2025-11-29,54.39,Clothing,Shymkent,completed
ORD-002012,U1332,2024-05-31,34.35,Beauty,Karaganda,completed
ORD-000164,U1014,2025-09-24,429.76,Home,Almaty,completed
ORD-000147,U1012,2025-11-17,61.52,Beauty,Astana,completed
ORD-000104,U1009,2025-08-16,250.43,Home,Almaty,completed
ORD-002096,,2025-03-31,167.78,Home,Almaty,completed
ORD-000297,U1023,2025-10-26,66.04,Sports,Kostanay,completed
ORD-001253,U1161,2025-11-19,83.76,Beauty,Atyrau,completed
ORD-000347,U1028,2025-10-30,42.21,Books,Shymkent,completed
ORD-000487,U1038,2025-10-13,79.01,Home,Almaty,completed
ORD-000458,U1036,2025-10-21,183.83,Electronics,Pavlodar,completed
ORD-000598,U1047,2024-06-15,56.19,Accessories,Atyrau,completed
ORD-000687,U1058,2025-04-05,274.49,Clothing,Kostanay,completed
ORD-001400,U1196,2024-01-09,132.06,Clothing,Shymkent,completed
ORD-002018,U1335,2024-10-15,71.02,Electronics,Atyrau,completed
ORD-000068,U1006,2025-10-13,90.86,Beauty,Almaty,completed
ORD-001446,U1201,2025-05-15,66.87,Books,Astana,completed
ORD-001759,U1245,2024-09-08,145.27,Beauty,Astana,completed
ORD-000694,U1059,2024-08-15,223.44,Sports,Shymkent,completed
ORD-001373,U1191,2025-04-08,277.82,Clothing,Shymkent,completed
ORD-001048,U1101,2025-12-30,110.93,Beauty,Almaty,completed
ORD-000321,U1026,2025-08-23,118.22,Accessories,Almaty,completed
ORD-001033,U1100,2024-06-25,104.04,Accessories,Pavlodar,completed
ORD-001601,U1222,2024-12-30,223.79,Electronics,Aktobe,completed
ORD-000055,U1005,2025-10-26,159.04,Electronics,Atyrau,completed
ORD-000009,U1001,2025-12-21,125.3,Clothing,Astana,completed
ORD-001900,U1285,2024-10-23,55.37,Books,Karaganda,completed
ORD-000088,U1008,2025-08-15,30.82,Books,Pavlodar,completed
ORD-001023,U1098,2025-10-22,89.61,Home,Atyrau,completed
ORD-000100,U1009,2025-07-07,105.99,Home,Almaty,completed
ORD-002041,U1343,2024-06-20,33.02,Beauty,Kostanay,completed
ORD-001897,U1285,2024-01-30,163.32,Sports,Karaganda,completed
ORD-001819,U1254,2024-06-07,122.62,Home,Shymkent,completed
ORD-000800,U1071,2025-01-19,161.6,Home,Astana,completed
ORD-000626,U1050,2024-10-15,58.16,Accessories,Kostanay,completed
ORD-001797,U1250,2024-07-08,100.7,Clothing,Karaganda,completed
ORD-000499,U1039,2025-07-17,974.4,Sports,Atyrau,completed
ORD-001234,U1149,2025-12-21,24.92,Accessories,Shymkent,completed
ORD-001282,U1176,2025-11-14,43.86,Clothing,Atyrau,completed
ORD-000480,U1037,2025-12-21,161.27,Clothing,Kostanay,completed
ORD-000325,U1026,2025-11-25,76.8,Accessories,Almaty,completed
ORD-001031,U1099,2025-12-14,118.64,Beauty,Aktobe,completed
ORD-000155,U1013,2025-10-12,75.95,Accessories,Atyrau,completed
ORD-001043,U1101,2024-06-28,77.38,Accessories,Almaty,completed
ORD-001066,U1103,2025-05-29,103.19,Beauty,Astana,completed
ORD-001952,U1307,2024-02-16,150.46,Electronics,Almaty,completed
ORD-001203,U1134,2025-12-08,88.85,Home,Astana,completed
ORD-001016,U1097,2025-10-05,64.03,Accessories,Pavlodar,completed
ORD-001079,U1104,2025-12-29,377.66,Electronics,Pavlodar,completed
ORD-001102,U1107,2025-10-26,82.4,Accessories,Kostanay,completed
ORD-000993,U1094,2025-05-28,109.02,Accessories,Almaty,completed
ORD-000177,U1015,2025-08-14,256.32,Electronics,Shymkent,completed
ORD-001380,U1192,2024-08-27,244.5,Electronics,Aktobe,completed
ORD-000582,U1045,2025-09-25,53.62,Beauty,Astana,completed
ORD-000810,U1072,2025-11-19,104.21,Accessories,Aktobe,completed
ORD-001492,U1209,2024-10-17,169.73,Clothing,Aktobe,completed
ORD-000025,U1003,2025-07-05,161.37,Sports,Karaganda,completed
ORD-002091,,2025-05-13,132.43,Sports,Pavlodar,completed
ORD-000185,U1015,2025-12-22,206.3,Accessories,Shymkent,completed
ORD-000778,U1069,2024-09-15,69.66,Accessories,Almaty,completed
ORD-000530,U1041,2025-08-11,104.68,Accessories,Almaty,completed
ORD-001411,U1197,2024-07-07,119.45,Beauty,Atyrau,completed
ORD-000740,U1064,2025-05-18,152.24,Electronics,Almaty,completed
ORD-000161,U1013,2025-12-16,62.18,Beauty,Atyrau,completed
ORD-001477,U1206,2025-01-26,140.94,Clothing,Atyrau,completed
ORD-000754,U1066,2024-09-15,98.65,Home,Karaganda,completed
ORD-002048,U1345,2024-09-29,25.9,Books,Atyrau,completed
ORD-001117,U1110,2025-02-25,81.65,Sports,Shymkent,completed
ORD-001416,U1197,2025-02-13,386.58,Electronics,Atyrau,completed
ORD-002099,U1312,,206.72,Accessories,Astana,completed
ORD-002125,U1164,2025-06-27,-140.05,Books,Aktobe,refunded
ORD-000777,U1069,2024-08-09,62.32,Accessories,Almaty,completed
ORD-001279,U1174,2025-12-03,59.42,Electronics,Almaty,completed
ORD-000668,U1055,2024-08-25,98.14,Home,Aktobe,completed
ORD-001968,U1312,2024-09-09,85.47,Electronics,Kostanay,completed
ORD-000920,U1086,2025-02-15,95.67,Sports,Aktobe,completed
ORD-000482,U1038,2025-07-22,130.83,Sports,Almaty,completed
ORD-001511,U1211,2025-03-17,432.96,Electronics,Pavlodar,completed
ORD-000403,U1032,2025-12-17,195.24,Home,Shymkent,completed
ORD-000219,U1018,2025-08-28,160.83,Accessories,Karaganda,completed
ORD-001512,U1212,2024-01-08,118.64,Beauty,Karaganda,completed
ORD-000878,U1081,2024-11-13,169.34,Clothing,Karaganda,completed
ORD-000384,U1031,2025-10-15,88.57,Sports,Kostanay,completed
ORD-000419,U1034,2025-07-03,571.95,Home,Almaty,completed
ORD-000562,U1043,2025-12-28,108.47,Clothing,Astana,completed
ORD-000756,U1066,2025-06-11,222.98,Electronics,Karaganda,completed
ORD-001361,U1190,2024-05-25,355.59,Home,Shymkent,completed
ORD-000842,U1077,2024-05-01,300.27,Sports,Atyrau,completed
ORD-000676,U1056,2025-01-23,45.68,Sports,Kostanay,completed
ORD-000928,U1087,2024-11-28,71.97,Home,Aktobe,completed
ORD-000888,U1082,2025-12-12,149.51,Beauty,Karaganda,completed
ORD-001156,U1114,2025-04-30,291.41,Sports,Atyrau,completed
ORD-000730,U1063,2024-10-05,103.32,Accessories,Pavlodar,completed
ORD-000223,U1018,2025-09-25,441.95,Electronics,Karaganda,completed
ORD-001553,U1216,2025-05-09,778.98,Electronics,Atyrau,completed
ORD-001948,U1306,2024-07-19,73.51,Beauty,Atyrau,completed
ORD-001486,U1208,2024-06-29,164.28,Beauty,Kostanay,completed
ORD-001357,U1189,2025-02-15,181.98,Electronics,Aktobe,completed
ORD-001565,U1218,2024-05-11,135.99,Beauty,Kostanay,completed
ORD-000409,U1033,2025-09-07,192.73,Sports,Karaganda,completed
ORD-000682,U1057,2025-10-02,30.61,Accessories,Aktobe,completed
ORD-001924,U1297,2024-09-01,37.52,Beauty,Pavlodar,completed
ORD-001155,U1114,2025-02-23,175.25,Clothing,Atyrau,completed
ORD-001450,U1202,2024-07-26,104.77,Accessories,Aktobe,completed
ORD-000475,U1037,2025-09-20,83.75,Books,Kostanay,completed
ORD-001457,U1203,2024-05-04,499.31,Home,Astana,completed
ORD-001954,U1307,2024-06-29,101.92,Clothing,Almaty,completed
ORD-001546,U1216,2024-05-28,58.19,Accessories,Atyrau,completed
ORD-000752,U1066,2024-05-11,59.29,Books,Karaganda,completed
ORD-001609,U1223,2025-02-13,81.16,Sports,Kostanay,completed
ORD-001569,U1218,2024-11-17,67.79,Beauty,Kostanay,completed
ORD-000432,U1034,2025-12-09,297.56,Home,Almaty,completed
ORD-002094,,2025-09-25,135.44,Accessories,Kostanay,completed
ORD-001072,U1104,2024-09-18,229.81,Sports,Pavlodar,completed
ORD-000362,U1029,2025-11-24,75.54,Books,Aktobe,completed
ORD-001264,U1167,2025-11-10,21.07,Books,Astana,completed
ORD-000129,U1010,2025-12-04,251.1,Sports,Kostanay,completed
ORD-001018,U1097,2025-12-18,314.64,Sports,Pavlodar,completed
ORD-000233,U1019,2025-07-21,72.94,Home,Shymkent,completed
ORD-000555,U1043,2025-08-10,192.13,Clothing,Astana,completed
ORD-001004,U1096,2025-03-30,377.48,Home,Shymkent,completed
ORD-000421,U1034,2025-07-13,106.12,Clothing,Almaty,completed
ORD-000471,U1037,2025-08-12,114.07,Sports,Kostanay,completed
ORD-002035,U1341,2024-04-27,102.89,Home,Almaty,completed
ORD-002129,U1335,2025-09-01,-224.02,Accessories,Aktobe,refunded
ORD-000308,U1025,2025-07-07,157.31,Electronics,Karaganda,completed
ORD-001529,U1214,2024-05-19,147.89,Electronics,Astana,completed
ORD-000022,U1002,2025-12-22,68.48,Clothing,Shymkent,completed
ORD-000951,U1089,2025-01-12,79.91,Home,Karaganda,completed
ORD-000377,U1030,2025-11-12,43.57,Accessories,Aktobe,completed
ORD-001953,U1307,2024-06-19,47.66,Clothing,Almaty,completed
ORD-002068,U1354,2024-03-22,52.53,Sports,Aktobe,completed
ORD-000915,U1086,2024-09-22,93.51,Home,Aktobe,completed
ORD-000179,U1015,2025-08-31,94.84,Accessories,Shymkent,completed
ORD-001610,U1223,2025-03-07,55.46,Accessories,Kostanay,completed
ORD-001868,U1270,2024-02-11,56.67,Electronics,Almaty,completed
ORD-001251,U1159,2025-12-10,81.32,Beauty,Aktobe,completed
ORD-000148,U1012,2025-11-28,367.38,Home,Astana,completed
ORD-001385,U1193,2024-01-26,90.12,Clothing,Almaty,completed
ORD-000369,U1030,2025-08-19,122.91,Books,Aktobe,completed
ORD-001859,U1266,2024-10-19,61.52,Sports,Kostanay,completed
ORD-000796,U1070,2025-05-15,54.13,Books,Shymkent,completed
ORD-002014,U1334,2024-04-16,36.9,Books,Pavlodar,completed
ORD-000921,U1086,2025-05-21,107.03,Home,Aktobe,completed
ORD-001648,U1228,2024-06-15,234.92,Accessories,Almaty,completed
ORD-000652,U1053,2024-10-16,136.73,Beauty,Shymkent,completed
ORD-001389,U1193,2024-08-19,207.8,Sports,Almaty,completed
ORD-001489,U1208,2024-09-11,78.33,Accessories,Kostanay,completed
